batch,x,y,z,brand,model,angle,sampleNumber,date,c4:41:1e:fa:07:db#1_value,c4:41:1e:fa:07:db#1_error,c4:41:1e:fa:07:db#1_samples_averaged,c4:41:1e:fa:07:da#1_value,c4:41:1e:fa:07:da#1_error,c4:41:1e:fa:07:da#1_samples_averaged,c4:41:1e:fa:07:d9#1_value,c4:41:1e:fa:07:d9#1_error,c4:41:1e:fa:07:d9#1_samples_averaged,cc:f4:11:47:ef:eb#1_value,cc:f4:11:47:ef:eb#1_error,cc:f4:11:47:ef:eb#1_samples_averaged,cc:f4:11:47:ef:e7#1_value,cc:f4:11:47:ef:e7#1_error,cc:f4:11:47:ef:e7#1_samples_averaged
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,28,5179705098638,5.468,0.0,1,-100.0,,0,10.648,0.0,1,-100.0,,0,6.953,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,29,5179816994309,8.699,0.0,1,-100.0,,0,8.847,0.0,1,-100.0,,0,6.929,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,30,5180015997564,5.382,0.0,1,-100.0,,0,10.5,0.0,1,-100.0,,0,6.992,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,31,5180126320765,9.0,0.0,1,-100.0,,0,0.75,0.0,1,-100.0,,0,6.835,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,32,5180219486415,5.527,0.0,1,-100.0,,0,13.347,0.0,1,-100.0,,0,6.871,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,33,5180438975307,5.289,0.0,1,-100.0,,0,10.046,0.0,1,-100.0,,0,7.003,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,34,5180526677211,7.046,0.0,1,-100.0,,0,13.347,0.0,1,-100.0,,0,6.984,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,35,5180630659714,5.406,0.0,1,-100.0,,0,10.648,0.0,1,-100.0,,0,6.89,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,36,5180834948940,5.703,0.0,1,-100.0,,0,13.949,0.0,1,-100.0,,0,6.968,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,37,5180940475266,9.148,0.0,1,-100.0,,0,7.5,0.0,1,-100.0,,0,6.945,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,38,5181049093390,7.5,0.0,1,-100.0,,0,9.597,0.0,1,-100.0,,0,6.98,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,39,5181136324754,5.414,0.0,1,-100.0,,0,10.347,0.0,1,-100.0,,0,7.074,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,40,5181241824021,5.687,0.0,1,-100.0,,0,15.296,0.0,1,-100.0,,0,7.093,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,41,5181345169643,5.789,0.0,1,-100.0,,0,8.847,0.0,1,-100.0,,0,7.164,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,42,5181551887091,5.562,0.0,1,-100.0,,0,10.046,0.0,1,-100.0,,0,7.07,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,43,5181659874396,7.796,0.0,1,-100.0,,0,12.449,0.0,1,-100.0,,0,7.027,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,44,5181763595140,5.535,0.0,1,-100.0,,0,6.0,0.0,1,-100.0,,0,6.945,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,45,5181856739427,5.66,0.0,1,-100.0,,0,8.097,0.0,1,-100.0,,0,7.015,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,46,5181958021328,5.75,0.0,1,-100.0,,0,5.097,0.0,1,-100.0,,0,7.007,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,47,5182073425666,5.359,0.0,1,-100.0,,0,16.949,0.0,1,-100.0,,0,7.039,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,48,5182267331671,5.496,0.0,1,-100.0,,0,8.25,0.0,1,-100.0,,0,7.0,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,49,5182368236497,5.554,0.0,1,-100.0,,0,6.75,0.0,1,-100.0,,0,7.097,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,50,5182471124844,5.808,0.0,1,-100.0,,0,15.597,0.0,1,-100.0,,0,7.093,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,51,5182571542365,5.492,0.0,1,-100.0,,0,11.097,0.0,1,-100.0,,0,7.238,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,52,5182677392056,5.464,0.0,1,-100.0,,0,16.199,0.0,1,-100.0,,0,7.085,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,53,5182778855313,7.949,0.0,1,-100.0,,0,10.5,0.0,1,-100.0,,0,7.167,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,54,5182998539354,5.589,0.0,1,-100.0,,0,5.097,0.0,1,-100.0,,0,7.058,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,55,5183095995612,5.433,0.0,1,-100.0,,0,12.148,0.0,1,-100.0,,0,7.207,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,56,5183195782640,7.648,0.0,1,-100.0,,0,19.648,0.0,1,-100.0,,0,7.269,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,57,5183394720954,5.781,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.222,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,58,5183496396532,5.699,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.113,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,59,5183607239509,8.25,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.156,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,60,5183814853075,5.75,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.148,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,61,5183907257331,5.843,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.14,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,62,5184009056078,7.5,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.125,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,63,5184102211148,5.57,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.121,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,64,5184217215055,5.66,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.023,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,65,5184313598803,5.679,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.164,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,66,5184532479825,5.41,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.105,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,67,5184624630379,7.949,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.152,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,68,5184723088590,8.097,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.046,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,69,5184822792610,5.593,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.117,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,70,5184934903816,5.644,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.058,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,71,5185030933683,5.66,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.191,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,72,5185250651741,5.519,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.96,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,73,5185339246264,8.25,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.921,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,74,5185439107674,8.398,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.921,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,75,5185663255461,7.347,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.074,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,76,5185757539559,7.796,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.949,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,77,5185860450895,5.753,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.976,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,78,5186058468555,5.648,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.91,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,79,5186158812183,5.542,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.984,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,80,5186269541716,5.722,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.921,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,81,5186465696542,5.699,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.886,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,82,5186562859139,5.625,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.085,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,83,5186884697681,5.82,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,6.992,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,84,5187084749317,7.949,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.015,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,85,5187180448658,5.765,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.027,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,86,5187285018767,5.554,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.019,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,87,5187383500334,7.347,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.015,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,88,5187494968230,9.597,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.0,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,89,5187592447356,5.507,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.144,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,90,5187798655567,5.429,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.156,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,91,5187907058196,5.531,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.183,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,92,5188011703175,5.644,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.175,0.0,1
5802,0.0,5.0,0.0,google,Pixel 6 Pro,2.0,93,5188211122405,5.496,0.0,1,-100.0,,0,-100.0,,0,-100.0,,0,7.246,0.0,1
