batch,x,y,z,brand,model,angle,sampleNumber,date,c4:41:1e:fa:07:db#1_value,c4:41:1e:fa:07:db#1_error,c4:41:1e:fa:07:db#1_samples_averaged,c4:41:1e:fa:07:da#1_value,c4:41:1e:fa:07:da#1_error,c4:41:1e:fa:07:da#1_samples_averaged,c4:41:1e:fa:07:d9#1_value,c4:41:1e:fa:07:d9#1_error,c4:41:1e:fa:07:d9#1_samples_averaged,cc:f4:11:47:ef:eb#1_value,cc:f4:11:47:ef:eb#1_error,cc:f4:11:47:ef:eb#1_samples_averaged,cc:f4:11:47:ef:e7#1_value,cc:f4:11:47:ef:e7#1_error,cc:f4:11:47:ef:e7#1_samples_averaged
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,107,388745023339,-100.0,,0,7.275,0.0,1,77.424,0.0,1,73.761,0.0,1,8.283,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,108,389090360266,-100.0,,0,7.577,0.0,1,-100.0,,0,-100.0,,0,8.781,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,109,389422537922,-100.0,,0,8.041,0.0,1,76.778,0.0,1,75.05,0.0,1,8.801,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,110,389786701516,-100.0,,0,8.129,0.0,1,-100.0,,0,-100.0,,0,9.758,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,111,390107342141,-100.0,,0,7.031,0.0,1,77.247,0.0,1,74.582,0.0,1,9.68,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,112,390439761880,-100.0,,0,6.669,0.0,1,78.419,0.0,1,75.871,0.0,1,8.342,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,113,390802112140,-100.0,,0,7.641,0.0,1,-100.0,,0,74.113,0.0,1,8.898,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,114,391147957557,-100.0,,0,7.842,0.0,1,76.075,0.0,1,75.754,0.0,1,8.391,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,115,391490304015,-100.0,,0,7.221,0.0,1,75.841,0.0,1,75.05,0.0,1,9.103,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,116,391865900994,-100.0,,0,6.732,0.0,1,-100.0,,0,-100.0,,0,10.099,0.0,1
5840,0.0,5.0,0.0,Xiaomi,M2007J3SY,2.0,117,392215680369,-100.0,,0,6.538,0.0,1,-100.0,,0,73.527,0.0,1,9.982,0.0,1
